Date,Open,High,Low,Close,Volume
1996-02-23 00:00:00+05:30,5.138780916,5.150000556,5.008628177,5.093901157,546094871
1996-02-26 00:00:00+05:30,5.149999454,5.256590207,5.072581677,5.105119705,544960514
1996-02-27 00:00:00+05:30,5.134292238,5.16122105,4.960382136,5.046776295,542491536
1996-02-28 00:00:00+05:30,5.144391381,5.201612864,5.060240484,5.071460724,427826248
1996-02-29 00:00:00+05:30,5.02657981,5.044531651,4.723638791,4.753932953,697898447
1996-03-01 00:00:00+05:30,4.790959833,4.851547867,4.67988132,4.780861378,723172202
1996-03-04 00:00:00+05:30,4.802179846,4.824620027,4.676515432,4.73149395,673407539
1996-03-05 00:00:00+05:30,4.73149395,4.73149395,4.73149395,4.73149395,0
1996-03-06 00:00:00+05:30,4.813399932,4.932332438,4.77076374,4.899794102,543855566
1996-03-07 00:00:00+05:30,4.968236186,5.054630346,4.919989578,4.94355154,854410306
1996-03-08 00:00:00+05:30,4.880719698,4.936819694,4.819009883,4.917746067,646827174
1996-03-11 00:00:00+05:30,4.847060682,4.948041362,4.827987049,4.933455467,631091821
1996-03-12 00:00:00+05:30,4.925600766,5.340742172,4.903160584,5.187027454,803011329
1996-03-13 00:00:00+05:30,5.049021646,5.121952315,4.987310918,5.098389149,577715422
1996-03-14 00:00:00+05:30,5.093900069,5.147755888,5.060239358,5.09726572,597611484
1996-03-15 00:00:00+05:30,5.070339911,5.086047889,4.891940537,4.930088997,622444100
1996-03-18 00:00:00+05:30,4.879597562,4.891939284,4.687734728,4.705686569,667319823
1996-03-19 00:00:00+05:30,4.689979668,4.775252358,4.31971832,4.416210651,1037292464
1996-03-20 00:00:00+05:30,4.416210651,4.416210651,4.416210651,4.416210651,0
1996-03-21 00:00:00+05:30,4.600218233,4.781982303,4.600218233,4.732614517,670459612
1996-03-22 00:00:00+05:30,4.643977115,4.643977115,4.454358121,4.540752888,674824785
1996-03-25 00:00:00+05:30,4.599097633,4.624903468,4.448748561,4.51382494,457166882
1996-03-26 00:00:00+05:30,4.488018294,4.577778708,4.342157584,4.484652042,532380354
1996-03-27 00:00:00+05:30,4.645099726,4.711297889,4.623781628,4.643977642,377229724
1996-03-28 00:00:00+05:30,4.656318441,4.72812701,4.640610467,4.704565048,359409115
1996-03-29 00:00:00+05:30,4.698956525,4.729250702,4.627148227,4.641734123,325958187
1996-04-01 00:00:00+05:30,4.661928646,4.701199182,4.622658709,4.685490608,247509698
1996-04-02 00:00:00+05:30,4.69558967,4.757299793,4.650709607,4.697833538,367425238
1996-04-03 00:00:00+05:30,4.803300954,4.856035593,4.72588287,4.737102509,297032084
1996-04-04 00:00:00+05:30,4.689979343,4.696711547,4.631635175,4.681003571,241840713
1996-04-05 00:00:00+05:30,4.681003571,4.681003571,4.681003571,4.681003571,0
1996-04-08 00:00:00+05:30,4.740469491,4.784227767,4.710175623,4.759543419,228109392
1996-04-09 00:00:00+05:30,4.819010138,4.873988053,4.740469361,4.765153408,320184170
1996-04-10 00:00:00+05:30,4.824619046,4.845937139,4.743834711,4.762908936,285103129
1996-04-11 00:00:00+05:30,4.718029844,4.746080145,4.68661389,4.713541508,216484333
1996-04-12 00:00:00+05:30,4.713541253,4.880720068,4.692223158,4.842572212,341108156
1996-04-15 00:00:00+05:30,4.936820632,5.065851605,4.926722774,4.967115402,476612002
1996-04-16 00:00:00+05:30,4.981701156,5.043410981,4.936820493,4.978334904,388937409
1996-04-17 00:00:00+05:30,5.116341303,5.245371365,5.068094691,5.190393448,410008440
1996-04-18 00:00:00+05:30,5.351961968,5.503432505,5.310447861,5.475382805,686239778
1996-04-19 00:00:00+05:30,5.520262538,5.621242285,5.46528343,5.510163784,657928468
1996-04-22 00:00:00+05:30,5.565143146,5.576362787,5.307082421,5.335132122,577856867
1996-04-23 00:00:00+05:30,5.28576426,5.35757284,5.217321931,5.299228668,570256675
1996-04-24 00:00:00+05:30,5.544946114,5.791787766,5.524749804,5.728955269,534899747
1996-04-25 00:00:00+05:30,5.767102682,5.890523499,5.340740842,5.437233448,620220200
1996-04-26 00:00:00+05:30,5.430502267,5.552801029,5.295861779,5.485480785,632532875
1996-04-29 00:00:00+05:30,5.430501165,5.45855146,5.335131238,5.440599918,421084526
1996-04-30 00:00:00+05:30,5.430502397,5.610023851,5.396842874,5.489969254,429361131
1996-05-01 00:00:00+05:30,5.991504149,6.056580213,5.929793738,5.970185757,495470338
1996-05-02 00:00:00+05:30,5.924184518,6.004969171,5.834424392,5.974674702,506967956
1996-05-03 00:00:00+05:30,5.923061222,5.957844021,5.811983321,5.838911533,493527926
1996-05-06 00:00:00+05:30,5.699783159,5.731199109,5.482114476,5.511286259,591063023
1996-05-07 00:00:00+05:30,5.503431319,5.620119628,5.482113528,5.578606129,548608662
1996-05-08 00:00:00+05:30,5.4753831,5.688564067,5.408062258,5.608901501,785659868
1996-05-09 00:00:00+05:30,5.503432764,5.61899902,5.441722343,5.472016811,609397594
1996-05-10 00:00:00+05:30,5.340743235,5.445089874,5.308205191,5.414795399,606288615
1996-05-13 00:00:00+05:30,5.486603929,5.56290026,5.455187969,5.529240131,398370778
1996-05-14 00:00:00+05:30,5.520262254,5.719978769,5.492211959,5.682952404,651015892
1996-05-15 00:00:00+05:30,5.59319255,5.744663069,5.47650423,5.69529438,917242481
1996-05-16 00:00:00+05:30,5.761493268,5.845644166,5.689685892,5.727833748,688543503
1996-05-17 00:00:00+05:30,5.610022324,5.677342551,5.583094113,5.614510059,565289312
1996-05-20 00:00:00+05:30,5.542702037,5.551678107,5.421525389,5.438355446,326115037
1996-05-21 00:00:00+05:30,5.405817677,5.475382074,5.37440113,5.419281483,456241191
1996-05-22 00:00:00+05:30,5.475382594,5.502310209,5.431624321,5.44845438,319336904
1996-05-23 00:00:00+05:30,5.412550061,5.43498994,5.376645776,5.40357399,294687746
1996-05-24 00:00:00+05:30,5.701544023,5.717961375,5.671054208,5.700371265,236779521
1996-05-27 00:00:00+05:30,5.652291091,5.652291091,5.523297171,5.532678604,385864842
1996-05-28 00:00:00+05:30,5.417756689,5.417756689,5.289934896,5.35326004,545547298
1996-05-29 00:00:00+05:30,5.465834518,5.73437711,5.465834518,5.658153534,514643772
1996-05-30 00:00:00+05:30,5.699197936,5.715615284,5.518605226,5.55495882,528103408
1996-05-31 00:00:00+05:30,5.634701039,5.640564826,5.53736969,5.590139389,445949352
1996-06-03 00:00:00+05:30,5.699199345,5.781286107,5.664018499,5.761351109,488962489
1996-06-04 00:00:00+05:30,5.862199775,5.897379362,5.576067034,5.679262161,719201952
1996-06-05 00:00:00+05:30,5.746103344,5.746103344,5.592482827,5.642907619,333800656
1996-06-06 00:00:00+05:30,5.721478894,5.839919253,5.699199009,5.735551357,331038987
1996-06-07 00:00:00+05:30,5.654637902,5.757833062,5.646429225,5.730862141,223961286
1996-06-10 00:00:00+05:30,5.71092473,5.734377997,5.652290622,5.679262161,181533533
1996-06-11 00:00:00+05:30,5.652290883,5.687471098,5.603038832,5.634700775,245694726
1996-06-12 00:00:00+05:30,5.722652538,5.78011327,5.678090885,5.720306396,200355457
1996-06-13 00:00:00+05:30,5.710925409,5.742587355,5.679262837,5.698025703,116946606
1996-06-14 00:00:00+05:30,5.722652458,5.769559625,5.703888965,5.75783205,122670207
1996-06-17 00:00:00+05:30,5.775421371,5.775421371,5.665190326,5.679262161,107843741
1996-06-18 00:00:00+05:30,5.652290871,5.652290871,5.467008361,5.533851147,191150360
1996-06-19 00:00:00+05:30,5.535024534,5.558478434,5.325115951,5.368505478,239238694
1996-06-20 00:00:00+05:30,5.323942949,5.400166546,5.265308836,5.376713276,284643785
1996-06-21 00:00:00+05:30,5.345050945,5.380230534,5.197293227,5.227782726,353062318
1996-06-24 00:00:00+05:30,5.185565751,5.230127705,5.103478387,5.183220863,307595608
1996-06-25 00:00:00+05:30,5.206674814,5.230128395,4.972139636,5.074162006,349199902
1996-06-26 00:00:00+05:30,5.105825542,5.105825542,4.952205882,4.976831913,296123198
1996-06-27 00:00:00+05:30,4.931096651,5.112860896,4.870117337,5.065953732,538798574
1996-06-28 00:00:00+05:30,5.112860133,5.200810975,4.961585411,5.009665012,759474427
1996-07-01 00:00:00+05:30,4.949859066,5.105824523,4.843145348,4.895915985,553501802
1996-07-02 00:00:00+05:30,4.899433223,4.946340064,4.761057591,4.792719841,568077589
1996-07-03 00:00:00+05:30,4.725877573,4.736432075,4.42098261,4.471407413,645479950
1996-07-04 00:00:00+05:30,4.391666345,4.592193779,4.320132837,4.454990864,806775714
1996-07-05 00:00:00+05:30,4.497205951,4.53824995,4.328341431,4.388147354,595286753
1996-07-08 00:00:00+05:30,4.478443344,4.854872117,4.375248222,4.42215538,347866683
1996-07-09 00:00:00+05:30,4.386974412,4.854871627,4.033999254,4.205210209,541834730
1996-07-10 00:00:00+05:30,4.057454047,4.220456377,4.036346291,4.133677959,479966058
1996-07-11 00:00:00+05:30,4.186447614,4.280261308,4.117259944,4.144231796,458245222
1996-07-12 00:00:00+05:30,4.116088395,4.126642274,3.953086669,3.989439964,688976239
1996-07-15 00:00:00+05:30,3.963640058,4.40925659,3.89562482,4.211074352,1448889005
1996-07-16 00:00:00+05:30,4.690697551,5.09292478,4.690697551,5.085888863,858611628
1996-07-17 00:00:00+05:30,4.901779484,5.37084924,4.822037933,5.176185608,1115459465
1996-07-18 00:00:00+05:30,5.252409275,5.435346265,5.252409275,5.425964832,848594275
1996-07-19 00:00:00+05:30,5.475217006,5.698025245,5.475217006,5.694507599,393554662
1996-07-22 00:00:00+05:30,5.511570732,5.809430472,5.262963677,5.610075474,405630663
1996-07-23 00:00:00+05:30,5.816464472,5.891515917,5.543230851,5.658153534,488003187
1996-07-24 00:00:00+05:30,5.512744266,5.512744266,5.092926768,5.10699892,447774126
1996-07-25 00:00:00+05:30,5.061263463,5.136313984,4.852527371,4.877153397,593621628
1996-07-26 00:00:00+05:30,4.854871982,4.958067102,4.746985834,4.879498005,534079089
1996-07-29 00:00:00+05:30,4.94516965,5.118725249,4.915852589,4.976831913,442365624
1996-07-30 00:00:00+05:30,4.904124414,4.925232793,4.72822303,4.845490932,411938248
1996-07-31 00:00:00+05:30,4.878326609,5.083545088,4.63910098,5.01435709,419615464
1996-08-01 00:00:00+05:30,5.111688454,5.159768065,4.892398777,4.922888279,573738171
1996-08-02 00:00:00+05:30,4.906471647,4.959241357,4.819693218,4.8560462,363985756
1996-08-05 00:00:00+05:30,4.84549121,4.875981023,4.762231386,4.780993938,229500029
1996-08-06 00:00:00+05:30,4.761057993,4.913505784,4.717668794,4.830245972,330688876
1996-08-07 00:00:00+05:30,4.84900946,4.960413902,4.819692403,4.938132763,305888471
1996-08-08 00:00:00+05:30,4.969794611,5.00028411,4.819692004,4.841972828,287014731
1996-08-09 00:00:00+05:30,4.850181999,4.911161003,4.807966175,4.880671501,237997904
1996-08-12 00:00:00+05:30,4.901778826,4.938131795,4.857217184,4.879498005,193398067
1996-08-13 00:00:00+05:30,4.866598839,4.947513773,4.850181489,4.907642841,196437024
1996-08-14 00:00:00+05:30,4.823211128,4.913507197,4.823211128,4.840801239,172025941
1996-08-15 00:00:00+05:30,4.840801239,4.840801239,4.840801239,4.840801239,0
1996-08-16 00:00:00+05:30,4.843146128,4.875981774,4.797412028,4.840801239,151178980
1996-08-19 00:00:00+05:30,4.819692351,4.831419299,4.599229924,4.626201153,224927590
1996-08-20 00:00:00+05:30,4.579293449,4.772784938,4.553494981,4.676625729,352114219
1996-08-21 00:00:00+05:30,4.803275089,4.911160946,4.772785587,4.911160946,308818193
1996-08-22 00:00:00+05:30,5.065953031,5.099961112,4.917023822,4.946340561,469709230
1996-08-23 00:00:00+05:30,4.948686506,5.060090945,4.925233236,5.006147861,350177410
1996-08-26 00:00:00+05:30,4.960413477,5.004974499,4.887707219,4.907642841,279394933
1996-08-27 00:00:00+05:30,4.901779246,4.9310963,4.831418817,4.867772102,301803385
1996-08-28 00:00:00+05:30,4.878326331,5.013183733,4.878326331,5.003802299,171898501
1996-08-29 00:00:00+05:30,5.017873703,5.029600649,4.946340522,4.956894398,174203626
1996-08-30 00:00:00+05:30,4.951031019,4.976830427,4.92757744,4.961585522,122273882
1996-09-02 00:00:00+05:30,4.974485189,5.00614776,4.951031607,4.988557339,118106171
1996-09-03 00:00:00+05:30,5.006146857,5.04015431,4.833763451,4.863080502,276108098
1996-09-04 00:00:00+05:30,4.837281915,4.880670488,4.810310064,4.868944168,135678901
1996-09-05 00:00:00+05:30,4.888879754,4.954549782,4.888879754,4.941650391,143526971
1996-09-06 00:00:00+05:30,4.961585144,4.968621374,4.880670223,4.900606155,111851802
1996-09-09 00:00:00+05:30,4.899433469,4.90177867,4.843144569,4.863080502,108053807
1996-09-10 00:00:00+05:30,4.858389829,4.858389829,4.790375232,4.819691658,144573101
1996-09-11 00:00:00+05:30,4.810310358,4.875980696,4.739950243,4.76809454,124726054
1996-09-12 00:00:00+05:30,4.737605,4.76574867,4.655517313,4.732913971,271684106
1996-09-13 00:00:00+05:30,4.759884949,4.769266066,4.680142791,4.691869736,181943862
1996-09-16 00:00:00+05:30,4.66841765,4.66841765,4.488997973,4.524178505,209209043
1996-09-17 00:00:00+05:30,4.527696017,4.643790859,4.521833169,4.592193604,177238381
1996-09-18 00:00:00+05:30,4.573430325,4.866599004,4.567567478,4.816174507,203848156
1996-09-19 00:00:00+05:30,4.830246517,4.867772247,4.620337042,4.642618179,245822166
1996-09-20 00:00:00+05:30,4.634409489,4.712978595,4.596883759,4.616819382,159067662
1996-09-23 00:00:00+05:30,4.598056077,4.62033627,4.506587594,4.557012081,163084127
1996-09-24 00:00:00+05:30,4.573430424,4.641445657,4.561704103,4.592193604,132116180
1996-09-25 00:00:00+05:30,4.641445005,4.714151258,4.608610308,4.625027657,148154028
1996-09-26 00:00:00+05:30,4.601574917,4.617992267,4.514797133,4.552322865,131553203
1996-09-27 00:00:00+05:30,4.548804402,4.548804402,4.389320667,4.412774563,258151647
1996-09-30 00:00:00+05:30,4.38580179,4.500724163,4.348276379,4.480788231,248744886
1996-10-01 00:00:00+05:30,4.503070912,4.523006853,4.422156897,4.469063759,186225010
1996-10-02 00:00:00+05:30,4.469063759,4.469063759,4.469063759,4.469063759,0
1996-10-03 00:00:00+05:30,4.514797712,4.571085689,4.416292968,4.449127674,152664847
1996-10-04 00:00:00+05:30,4.47375319,4.50893372,4.368212853,4.472580433,180091079
1996-10-07 00:00:00+05:30,4.483134548,4.483134548,4.233354468,4.385802269,272128046
1996-10-08 00:00:00+05:30,4.364694241,4.456162734,4.257980528,4.404564857,196707309
1996-10-09 00:00:00+05:30,4.456164551,4.503071417,4.39166757,4.462028027,175357589
1996-10-10 00:00:00+05:30,4.449126478,4.596883241,4.428018101,4.581638336,194458201
1996-10-11 00:00:00+05:30,4.602746368,4.655516681,4.528868306,4.575775146,218296503
1996-10-14 00:00:00+05:30,4.532386459,4.549976565,4.422155418,4.440917969,161673883
1996-10-15 00:00:00+05:30,4.41277429,4.491343396,4.356485696,4.42801857,162204650
1996-10-16 00:00:00+05:30,4.504242829,4.52535121,4.405738721,4.420983315,139300441
1996-10-17 00:00:00+05:30,4.398701112,4.573429076,4.358829564,4.534730911,280674936
1996-10-18 00:00:00+05:30,4.56170366,4.643790408,4.498379464,4.568739891,449426646
1996-10-21 00:00:00+05:30,4.568739891,4.568739891,4.568739891,4.568739891,0
1996-10-22 00:00:00+05:30,4.602747825,4.819692618,4.602747825,4.731742382,404608341
1996-10-23 00:00:00+05:30,4.976830905,5.035464075,4.901779444,5.007320404,321409556
1996-10-24 00:00:00+05:30,5.041327564,5.180875984,4.892398339,4.941650391,664698198
1996-10-25 00:00:00+05:30,4.924060229,5.04836374,4.914679109,5.017874241,307185279
1996-10-28 00:00:00+05:30,5.042499822,5.065953088,4.936959498,4.961585522,198911602
1996-10-29 00:00:00+05:30,4.938132855,5.065954025,4.832592198,4.884190083,255387177
1996-10-30 00:00:00+05:30,4.884190083,4.884190083,4.884190083,4.884190083,0
1996-10-31 00:00:00+05:30,4.797410055,4.797410055,4.681315246,4.737604141,174959864
1996-11-01 00:00:00+05:30,4.771612019,5.065953109,4.583984323,4.61447382,176580174
1996-11-04 00:00:00+05:30,4.573429774,4.573429774,4.381111364,4.425673008,219855194
1996-11-05 00:00:00+05:30,4.412774485,4.471407971,4.315442198,4.342413425,171643620
1996-11-06 00:00:00+05:30,4.248599858,4.344759391,4.13133257,4.290816307,375113658
1996-11-07 00:00:00+05:30,4.348276812,4.370557635,4.291988533,4.3506217,197698821
1996-11-08 00:00:00+05:30,4.374074517,4.411600239,4.233353688,4.38931942,156443236
1996-11-11 00:00:00+05:30,4.286123911,4.361175034,4.240389521,4.302541256,160514318
1996-11-12 00:00:00+05:30,4.302541256,4.302541256,4.302541256,4.302541256,0
1996-11-13 00:00:00+05:30,4.268535175,4.403392562,4.268535175,4.378766537,91577621
1996-11-14 00:00:00+05:30,4.362348645,4.38580191,4.300196898,4.321305275,79014267
1996-11-15 00:00:00+05:30,4.307233464,4.406910951,4.293161314,4.376421452,89604400
1996-11-18 00:00:00+05:30,4.39752957,4.507760615,4.39752957,4.496033669,160543727
1996-11-19 00:00:00+05:30,4.506587725,4.525350274,4.396355752,4.439744949,147561641
1996-11-20 00:00:00+05:30,4.444436665,4.444436665,4.270880474,4.288470268,116320609
1996-11-21 00:00:00+05:30,4.28143549,4.329515737,4.171204096,4.213420868,209685193
1996-11-22 00:00:00+05:30,4.167685014,4.238045441,4.143058364,4.17120266,232072639
1996-11-25 00:00:00+05:30,4.157131123,4.463199525,4.075044365,4.370558262,357273443
1996-11-26 00:00:00+05:30,4.446781063,4.565220768,4.293160522,4.442090034,398213928
1996-11-27 00:00:00+05:30,4.291989983,4.291989983,4.157131931,4.259155273,222453012
1996-11-28 00:00:00+05:30,4.268535573,4.314269982,4.209901771,4.236873627,130021121
1996-11-29 00:00:00+05:30,4.266189634,4.299024963,4.228664841,4.252118111,100735104
1996-12-02 00:00:00+05:30,4.227491647,4.29081648,4.201693174,4.241563797,73168828
1996-12-03 00:00:00+05:30,4.221627796,4.371729757,4.214591566,4.275570869,200186004
1996-12-04 00:00:00+05:30,4.245081575,4.245081575,4.153612772,4.215764523,134967477
1996-12-05 00:00:00+05:30,4.177066773,4.336550502,4.145404516,4.288470268,189137926
1996-12-06 00:00:00+05:30,4.309578626,4.337723237,4.26853525,4.295506477,111482086
1996-12-09 00:00:00+05:30,4.268535272,4.328341827,4.265017,4.288470268,81383813
1996-12-10 00:00:00+05:30,4.268536025,4.277917459,4.187621075,4.214592934,109884183
1996-12-11 00:00:00+05:30,4.232181777,4.510105511,4.232181777,4.508933067,204542775
1996-12-12 00:00:00+05:30,4.549976942,4.581638885,4.392838729,4.410428524,242914851
1996-12-13 00:00:00+05:30,4.388147486,4.432709445,4.345931668,4.411601067,126536824
1996-12-16 00:00:00+05:30,4.439745356,4.596883561,4.439745356,4.568739891,198617510
1996-12-17 00:00:00+05:30,4.561704567,4.599230303,4.460854622,4.507761478,168830135
1996-12-18 00:00:00+05:30,4.573430174,4.661381338,4.541768231,4.574603558,197738033
1996-12-19 00:00:00+05:30,4.561704688,4.632065131,4.520661304,4.576949596,133691676
1996-12-20 00:00:00+05:30,4.634410362,4.819692905,4.634410362,4.784512997,359023994
1996-12-23 00:00:00+05:30,4.80679317,4.80679317,4.681316582,4.71297884,208125102
1996-12-24 00:00:00+05:30,4.700079423,4.737605152,4.655517463,4.703597069,152832900
1996-12-25 00:00:00+05:30,4.703597069,4.703597069,4.703597069,4.703597069,0
1996-12-26 00:00:00+05:30,4.784512145,4.942822802,4.784512145,4.919369221,144718746
1996-12-27 00:00:00+05:30,4.919369221,4.919369221,4.919369221,4.919369221,0
1996-12-30 00:00:00+05:30,4.919369221,4.919369221,4.919369221,4.919369221,0
1996-12-31 00:00:00+05:30,4.942822854,4.948686328,4.810310665,4.846663952,104373449
1997-01-01 00:00:00+05:30,4.913507395,5.171495592,4.913507395,5.145697117,282841417
1997-01-02 00:00:00+05:30,5.158595477,5.159768235,5.009666234,5.023738384,208595650
1997-01-03 00:00:00+05:30,4.98503848,5.095269506,4.98503848,5.082369804,196512647
1997-01-06 00:00:00+05:30,5.112860259,5.136313525,5.030773201,5.049535751,131549002
1997-01-07 00:00:00+05:30,5.044846178,5.123415285,5.014356365,5.084716797,192860298
1997-01-08 00:00:00+05:30,5.20550196,5.275862704,5.124587652,5.167976856,270772419
1997-01-09 00:00:00+05:30,5.130450742,5.204328813,5.097615417,5.156249523,201638261
1997-01-10 00:00:00+05:30,5.241854897,5.262962963,5.189084574,5.220746517,203125529
1997-01-13 00:00:00+05:30,5.159766971,5.230128021,5.124587073,5.212537289,167282648
1997-01-14 00:00:00+05:30,5.25358276,5.523297895,5.197294155,5.420102119,215142711
1997-01-15 00:00:00+05:30,5.511570533,5.800048828,5.477563072,5.800048828,367418236
1997-01-16 00:00:00+05:30,6.206965927,6.206965927,5.570204375,5.655809402,426196135
1997-01-17 00:00:00+05:30,5.464663258,5.793012796,5.464663258,5.714443684,364585144
1997-01-20 00:00:00+05:30,5.722651623,5.734377943,5.471699098,5.510396957,215271551
1997-01-21 00:00:00+05:30,5.476390298,5.558477048,5.349740648,5.402511597,227253722
1997-01-22 00:00:00+05:30,5.558476265,5.781284469,5.558476265,5.771903038,292349010
1997-01-23 00:00:00+05:30,5.771903038,5.771903038,5.771903038,5.771903038,0
1997-01-24 00:00:00+05:30,5.910279591,6.124879165,5.910279591,6.07679987,520318358
1997-01-27 00:00:00+05:30,6.215174574,6.449709747,6.179994361,6.292571545,516657606
1997-01-28 00:00:00+05:30,6.420393816,6.476682418,6.277327423,6.455574036,335030243
1997-01-29 00:00:00+05:30,6.754605563,6.754605563,6.292571746,6.432119846,503528474
1997-01-30 00:00:00+05:30,6.308989746,6.531798003,6.297262798,6.425084591,592714143
1997-01-31 00:00:00+05:30,6.298435275,6.402803804,6.191721858,6.280845165,512306436
1997-02-03 00:00:00+05:30,6.086181701,6.209312468,5.863373436,5.934906006,386045499
1997-02-04 00:00:00+05:30,5.924351471,6.283189524,5.900898204,6.187030315,487395396
1997-02-05 00:00:00+05:30,6.367620218,6.423909423,6.128394699,6.169439316,367611497
1997-02-06 00:00:00+05:30,6.169440507,6.339477779,6.087352511,6.269117355,445404581
1997-02-07 00:00:00+05:30,6.297262659,6.46026404,6.238629173,6.418047905,454092915
1997-02-10 00:00:00+05:30,6.420392496,6.437981976,6.283189293,6.394593716,322994855
1997-02-11 00:00:00+05:30,6.354722923,6.495443141,6.332441788,6.447363853,253800477
1997-02-12 00:00:00+05:30,6.449710242,6.525933835,6.369968378,6.422738075,251775440
1997-02-13 00:00:00+05:30,6.385212528,6.448537038,6.346514669,6.399284363,202465921
1997-02-14 00:00:00+05:30,6.379348224,6.449708638,6.373484438,6.426254749,144386842
1997-02-17 00:00:00+05:30,6.508344318,6.566977807,6.414529982,6.453228474,233793781
1997-02-18 00:00:00+05:30,6.461437068,6.461437068,6.244491363,6.291398525,250776926
1997-02-19 00:00:00+05:30,6.334787096,6.416875096,6.249182076,6.399284363,290382791
1997-02-20 00:00:00+05:30,6.379347986,6.414527566,6.300778901,6.335958481,209330882
1997-02-21 00:00:00+05:30,6.285535214,6.317197783,6.224556217,6.245664597,200382065
1997-02-24 00:00:00+05:30,6.198757755,6.203448785,5.981813274,6.011130333,239367535
1997-02-25 00:00:00+05:30,5.980640754,6.305472049,5.934906341,6.133088589,513271340
1997-02-26 00:00:00+05:30,6.095560828,6.226900862,6.060380619,6.188202381,257479435
1997-02-27 00:00:00+05:30,6.217521798,6.350034013,6.212830767,6.325407982,279361322
1997-02-28 00:00:00+05:30,6.83082931,7.012594189,6.707698545,6.889463425,165116166
1997-03-03 00:00:00+05:30,7.202566884,7.352669174,7.118133994,7.158005238,335152081
1997-03-04 00:00:00+05:30,7.188493088,7.269407691,7.093506652,7.221327782,292860171
1997-03-05 00:00:00+05:30,7.45821247,7.50394689,6.993833601,7.12869072,627047348
1997-03-06 00:00:00+05:30,7.014938279,7.106407087,6.953959282,7.052464008,417566619
1997-03-07 00:00:00+05:30,7.052464008,7.052464008,7.052464008,7.052464008,0
